chr,target_id,ext_gene
chrIV,Y51H4A.868,21ur-7877
chrIV,Y51H4A.777,21ur-8508
chrIV,Y51H4A.264,21ur-1331
chrIV,Y51H4A.665,21ur-13784
chrIV,Y51H4A.148,21ur-5206
chrIV,Y51H4A.740,21ur-7433
chrIV,Y51H4A.232,21ur-5289
chrIV,Y51H4A.311,21ur-1422
chrIV,Y51H4A.328,21ur-46
chrIV,Y51H4A.658,21ur-11023
chrIV,Y51H4A.320,21ur-56
chrIV,Y51H4A.594,21ur-14107
chrIV,Y51H4A.71,21ur-2672
chrIV,Y51H4A.52,21ur-3422
chrIV,Y51H4A.t1,
chrIV,Y51H4A.151,21ur-3218
chrIV,Y51H4A.123,21ur-4501
chrIV,Y51H4A.614,21ur-15602
chrIV,Y51H4A.748,21ur-13334
chrIV,Y51H4A.127,21ur-3586
chrIV,Y51H4A.467,21ur-9444
chrIV,Y51H4A.734,21ur-5886
chrIV,Y51H4A.798,21ur-14239
chrIV,Y51H4A.655,21ur-7137
chrIV,Y51H4A.309,21ur-2721
chrIV,Y51H4A.899,21ur-7940
chrIV,Y51H4A.181,21ur-1016
chrIV,Y51H4A.797,21ur-12401
chrIV,Y51H4A.227,21ur-3241
chrIV,Y51H4A.144,21ur-228
chrIV,Y51H4A.220,21ur-4369
chrIV,Y51H4A.827,21ur-12593
chrIV,Y51H4A.523,21ur-14907
chrIV,Y51H4A.858,21ur-6251
chrIV,Y51H4A.544,21ur-6838
chrIV,Y51H4A.904,21ur-13261
chrIV,Y51H4A.612,21ur-7791
chrIV,Y51H4A.42,21ur-946
chrIV,Y51H4A.639,21ur-13694
chrIV,Y51H4A.202,21ur-4155
chrIV,Y51H4A.760,21ur-5978
chrIV,Y51H4A.675,21ur-12609
chrIV,Y51H4A.531,21ur-9773
chrIV,Y51H4A.812,21ur-14674
chrIV,Y51H4A.887,21ur-5933
chrIV,Y51H4A.94,21ur-4359
chrIV,Y51H4A.660,21ur-7142
chrIV,Y51H4A.348,21ur-1208
chrIV,Y51H4A.687,21ur-15222
chrIV,Y51H4A.918,21ur-14118
chrIV,Y51H4A.698,21ur-10496
chrIV,Y51H4A.113,21ur-611
chrIV,Y51H4A.632,21ur-12858
chrIV,Y51H4A.318,21ur-1415
chrIV,Y51H4A.742,21ur-9687
chrIV,Y51H4A.513,21ur-10982
chrIV,Y51H4A.805,21ur-12843
chrIV,Y51H4A.836,21ur-14634
chrIV,Y51H4A.213,21ur-3355
chrIV,Y51H4A.911,21ur-9372
chrIV,Y51H4A.219,21ur-5350
chrIV,Y51H4A.893,21ur-11098
chrIV,Y51H4A.419,21ur-14014
chrIV,Y51H4A.549,21ur-11558
chrIV,Y51H4A.841,21ur-12325
chrIV,Y51H4A.830,21ur-10268
chrIV,Y51H4A.814,21ur-11380
chrIV,Y51H4A.204,21ur-576
chrIV,Y51H4A.393,21ur-3051
chrIV,Y51H4A.845,21ur-10752
chrIV,Y51H4A.495,21ur-10141
chrIV,Y51H4A.649,21ur-14965
chrIV,Y51H4A.605,21ur-8607
chrIV,Y51H4A.478,21ur-8924
chrIV,Y51H4A.912,21ur-14613
chrIV,Y51H4A.826,21ur-5658
chrIV,Y51H4A.288,21ur-2399
chrIV,Y51H4A.443,21ur-7013
chrIV,Y51H4A.525,21ur-7441
chrIV,Y51H4A.65,21ur-4741
chrIV,Y51H4A.533,21ur-14274
chrIV,Y51H4A.8,Y51H4A.8
chrIV,Y51H4A.343,21ur-669
chrIV,Y51H4A.636,21ur-8458
chrIV,Y51H4A.253,21ur-1684
chrIV,Y51H4A.688,21ur-14275
chrIV,Y51H4A.308,21ur-2394
chrIV,Y51H4A.416,21ur-12619
chrIV,Y51H4A.862,21ur-6331
chrIV,Y51H4A.287,21ur-2145
chrIV,Y51H4A.914,21ur-13415
chrIV,Y51H4A.519,21ur-9392
chrIV,Y51H4A.905,21ur-14606
chrIV,Y51H4A.133,21ur-1352
chrIV,Y51H4A.591,21ur-13776
chrIV,Y51H4A.389,21ur-652
chrIV,Y51H4A.406,21ur-13773
chrIV,Y51H4A.t6,Y51H4A.t6
chrIV,Y51H4A.409,21ur-7598
chrIV,Y51H4A.652,21ur-15367
chrIV,Y51H4A.176,21ur-4049
chrIV,Y51H4A.819,21ur-6140
chrIV,Y51H4A.147,21ur-1975
chrIV,Y51H4A.717,21ur-15357
chrIV,Y51H4A.183,21ur-3138
chrIV,Y51H4A.172,21ur-4594
chrIV,Y51H4A.718,21ur-9005
chrIV,Y51H4A.839,21ur-15498
chrIV,Y51H4A.166,21ur-433
chrIV,Y51H4A.493,21ur-9660
chrIV,Y51H4A.85,21ur-2871
chrIV,Y51H4A.170,21ur-3122
chrIV,Y51H4A.808,21ur-8885
chrIV,Y51H4A.711,21ur-7014
chrIV,Y51H4A.256,21ur-3536
chrIV,Y51H4A.852,21ur-8635
chrIV,Y51H4A.207,21ur-636
chrIV,Y51H4A.663,21ur-15197
chrIV,Y51H4A.481,21ur-6786
chrIV,Y51H4A.786,21ur-13289
chrIV,Y51H4A.768,21ur-5713
chrIV,Y51H4A.801,21ur-9002
chrIV,Y51H4A.485,21ur-11838
chrIV,Y51H4A.454,21ur-13942
chrIV,Y51H4A.593,21ur-9011
chrIV,Y51H4A.564,21ur-10737
chrIV,Y51H4A.647,21ur-7446
chrIV,Y51H4A.804,21ur-12826
chrIV,Y51H4A.813,21ur-13814
chrIV,Y51H4A.762,21ur-12066
chrIV,Y51H4A.642,21ur-9272
chrIV,Y51H4A.142,21ur-2255
chrIV,Y51H4A.794,21ur-13690
chrIV,Y51H4A.179,21ur-42
chrIV,Y51H4A.630,21ur-11070
chrIV,Y51H4A.484,21ur-13015
chrIV,Y51H4A.210,21ur-5191
chrIV,Y51H4A.321,21ur-4448
chrIV,Y51H4A.324,21ur-1856
chrIV,Y51H4A.465,21ur-12300
chrIV,Y51H4A.43,21ur-26
chrIV,Y51H4A.376,21ur-2104
chrIV,Y51H4A.138,21ur-2930
chrIV,Y51H4A.613,21ur-12070
chrIV,Y51H4A.89,21ur-5287
chrIV,Y51H4A.157,21ur-4202
chrIV,Y51H4A.424,21ur-11177
chrIV,Y51H4A.101,21ur-5395
chrIV,Y51H4A.38,21ur-1584
chrIV,Y51H4A.737,21ur-14091
chrIV,Y51H4A.218,21ur-4433
chrIV,Y51H4A.346,21ur-1315
chrIV,Y51H4A.261,21ur-4651
chrIV,Y51H4A.604,21ur-14224
chrIV,Y51H4A.301,21ur-634
chrIV,Y51H4A.197,21ur-1962
chrIV,Y51H4A.883,21ur-14651
chrIV,Y51H4A.667,21ur-8319
chrIV,Y51H4A.136,21ur-365
chrIV,Y51H4A.95,21ur-937
chrIV,Y51H4A.871,21ur-15472
chrIV,Y51H4A.898,21ur-6137
chrIV,Y51H4A.106,21ur-328
chrIV,Y51H4A.44,21ur-4706
chrIV,Y51H4A.167,21ur-78
chrIV,Y51H4A.255,21ur-173
chrIV,Y51H4A.292,21ur-2039
chrIV,Y51H4A.97,21ur-2555
chrIV,Y51H4A.59,21ur-463
chrIV,Y51H4A.117,21ur-1292
chrIV,Y51H4A.767,21ur-13518
chrIV,Y51H4A.677,21ur-13635
chrIV,Y51H4A.559,21ur-14602
chrIV,Y51H4A.75,21ur-410
chrIV,Y51H4A.420,21ur-6328
chrIV,Y51H4A.385,21ur-3198
chrIV,Y51H4A.263,21ur-730
chrIV,Y51H4A.930,21ur-9057
chrIV,Y51H4A.902,21ur-11068
chrIV,Y51H4A.438,21ur-14676
chrIV,Y51H4A.401,21ur-5381
chrIV,Y51H4A.706,21ur-9502
chrIV,Y51H4A.260,21ur-1313
chrIV,Y51H4A.928,21ur-12488
chrIV,Y51H4A.671,21ur-7254
chrIV,Y51H4A.305,21ur-4559
chrIV,Y51H4A.587,21ur-13523
chrIV,Y51H4A.282,21ur-2271
chrIV,Y51H4A.63,21ur-4221
chrIV,Y51H4A.522,21ur-10143
chrIV,Y51H4A.10,fip-7
chrIV,Y51H4A.783,21ur-10507
chrIV,Y51H4A.273,21ur-2463
chrIV,Y51H4A.26.1,fipr-28
chrIV,Y51H4A.509,21ur-8892
chrIV,Y51H4A.815,21ur-12648
chrIV,Y51H4A.189,21ur-4631
chrIV,Y51H4A.303,21ur-1344
chrIV,Y51H4A.500,21ur-5611
chrIV,Y51H4A.302,21ur-857
chrIV,Y51H4A.703,21ur-15482
chrIV,Y51H4A.322,21ur-3751
chrIV,Y51H4A.704,21ur-7911
chrIV,Y51H4A.889,21ur-7731
chrIV,Y51H4A.581,21ur-6471
chrIV,Y51H4A.666,21ur-13067
chrIV,Y51H4A.110,21ur-3977
chrIV,Y51H4A.628,21ur-9678
chrIV,Y51H4A.592,21ur-7588
chrIV,Y51H4A.756,21ur-15320
chrIV,Y51H4A.362,21ur-3413
chrIV,Y51H4A.278,21ur-4768
chrIV,Y51H4A.195,21ur-482
chrIV,Y51H4A.77,21ur-2338
chrIV,Y51H4A.689,21ur-7905
chrIV,Y51H4A.447,21ur-13682
chrIV,Y51H4A.15,
chrIV,Y51H4A.397,
chrIV,Y51H4A.380,
chrIV,Y51H4A.180,
chrIV,Y51H4A.672,
chrIV,Y51H4A.534,
chrIV,Y51H4A.773,
chrIV,Y51H4A.878,
chrIV,Y51H4A.532,
chrIV,Y51H4A.511,
chrIV,Y51H4A.518,
chrIV,Y51H4A.505,
chrIV,Y51H4A.314,
chrIV,Y51H4A.897,
chrIV,Y51H4A.36,
chrIV,Y51H4A.297,
chrIV,Y51H4A.378,
chrIV,Y51H4A.637,
chrIV,Y51H4A.725,
chrIV,Y51H4A.284,
chrIV,Y51H4A.17a,
chrIV,Y51H4A.17c,
chrIV,Y51H4A.206,
chrIV,Y51H4A.382,
chrIV,Y51H4A.430,
chrIV,Y51H4A.680,
chrIV,Y51H4A.396,
chrIV,Y51H4A.589,
chrIV,Y51H4A.733,
chrIV,Y51H4A.933,
chrIV,Y51H4A.548,
chrIV,Y51H4A.728,
chrIV,Y51H4A.175,
chrIV,Y51H4A.374,
chrIV,Y51H4A.806,
chrIV,Y51H4A.807,
chrIV,Y51H4A.t5,
chrIV,Y51H4A.266,
chrIV,Y51H4A.466,
chrIV,Y51H4A.586,
chrIV,Y51H4A.124,
chrIV,Y51H4A.504,
chrIV,Y51H4A.475,
chrIV,Y51H4A.861,
chrIV,Y51H4A.339,
chrIV,Y51H4A.280,
chrIV,Y51H4A.776,
chrIV,Y51H4A.892,
chrIV,Y51H4A.19,
chrIV,Y51H4A.331,
chrIV,Y51H4A.617,
chrIV,Y51H4A.709,
chrIV,Y51H4A.715,
chrIV,Y51H4A.69,
chrIV,Y51H4A.20,
chrIV,Y51H4A.40,
chrIV,Y51H4A.860,
chrIV,Y51H4A.679,
chrIV,Y51H4A.417,
chrIV,Y51H4A.217,
chrIV,Y51H4A.98,
chrIV,Y51H4A.429,
chrIV,Y51H4A.547,
chrIV,Y51H4A.619,
chrIV,Y51H4A.472,
chrIV,Y51H4A.648,
chrIV,Y51H4A.196,
chrIV,Y51H4A.446,
chrIV,Y51H4A.744,
chrIV,Y51H4A.150,
chrIV,Y51H4A.145,
chrIV,Y51H4A.129,
chrIV,Y51H4A.597,
chrIV,Y51H4A.46,
chrIV,Y51H4A.818,
chrIV,Y51H4A.109,
chrIV,Y51H4A.629,
chrIV,Y51H4A.486,
chrIV,Y51H4A.223,
chrIV,Y51H4A.707,
chrIV,Y51H4A.941,
chrIV,Y51H4A.520,
chrIV,Y51H4A.194,
chrIV,Y51H4A.811,
chrIV,Y51H4A.212,
chrIV,Y51H4A.93,
chrIV,Y51H4A.177,
chrIV,Y51H4A.411,
chrIV,Y51H4A.436,
chrIV,Y51H4A.743,
chrIV,Y51H4A.747,
chrIV,Y51H4A.535,
chrIV,Y51H4A.799,
chrIV,Y51H4A.164,
chrIV,Y51H4A.510,
chrIV,Y51H4A.921,
chrIV,Y51H4A.501,
chrIV,Y51H4A.567,
chrIV,Y51H4A.235,
chrIV,Y51H4A.722,
chrIV,Y51H4A.880,
chrIV,Y51H4A.335,
chrIV,Y51H4A.566,
chrIV,Y51H4A.239,
chrIV,Y51H4A.369,
chrIV,Y51H4A.546,
chrIV,Y51H4A.384,
chrIV,Y51H4A.482,
chrIV,Y51H4A.351,
chrIV,Y51H4A.185,
chrIV,Y51H4A.79,
chrIV,Y51H4A.296,
chrIV,Y51H4A.678,
chrIV,Y51H4A.469,
chrIV,Y51H4A.259,
chrIV,Y51H4A.875,
chrIV,Y51H4A.855,
chrIV,Y51H4A.241,
chrIV,Y51H4A.254,
chrIV,Y51H4A.489,
chrIV,Y51H4A.248,
chrIV,Y51H4A.528,
chrIV,Y51H4A.205,
chrIV,Y51H4A.623,
chrIV,Y51H4A.795,
chrIV,Y51H4A.552,
chrIV,Y51H4A.775,
chrIV,Y51H4A.741,
chrIV,Y51H4A.162,
chrIV,Y51H4A.105,
chrIV,Y51H4A.165,
chrIV,Y51H4A.27,
chrIV,Y51H4A.342,
chrIV,Y51H4A.616,
chrIV,Y51H4A.462,
chrIV,Y51H4A.345,
chrIV,Y51H4A.62,
chrIV,Y51H4A.691,
chrIV,Y51H4A.356,
chrIV,Y51H4A.22,
chrIV,Y51H4A.870,
chrIV,Y51H4A.360,
chrIV,Y51H4A.377,
chrIV,Y51H4A.242,
chrIV,Y51H4A.700,
chrIV,Y51H4A.673,
chrIV,Y51H4A.576,
chrIV,Y51H4A.702,
chrIV,Y51H4A.491,
chrIV,Y51H4A.609,
chrIV,Y51H4A.125,
chrIV,Y51H4A.934,
chrIV,Y51H4A.383,
chrIV,Y51H4A.654,
chrIV,Y51H4A.606,
chrIV,Y51H4A.866,
chrIV,Y51H4A.468,
chrIV,Y51H4A.877,
chrIV,Y51H4A.622,
chrIV,Y51H4A.83,
chrIV,Y51H4A.358,
chrIV,Y51H4A.224,
chrIV,Y51H4A.199,
chrIV,Y51H4A.25d,
chrIV,Y51H4A.25b,
chrIV,Y51H4A.24,Y51H4A.24
chrIV,Y51H4A.562,
chrIV,Y51H4A.34b,
chrIV,Y43D4A.1,
chrIV,Y43D4A.131,
chrIV,Y43D4A.12,
chrIV,Y43D4A.116,
chrIV,Y43D4A.29,
chrIV,Y43D4A.122,
chrIV,Y43D4A.104,
chrIV,Y43D4A.42,
chrIV,Y43D4A.160,
chrIV,Y43D4A.139,
chrIV,Y43D4A.86,
chrIV,Y43D4A.113,
chrIV,Y43D4A.136,
chrIV,Y43D4A.88,
chrIV,Y43D4A.162,
chrIV,Y43D4A.7,
chrIV,Y43D4A.3b,
chrIV,Y43D4A.4b,
chrIV,Y43D4A.128,
chrIV,Y43D4A.120,
chrIV,Y43D4A.102,
chrIV,Y43D4A.93,
chrIV,Y43D4A.60,
chrIV,Y43D4A.72,
chrIV,Y43D4A.43,
chrIV,Y43D4A.98,
chrIV,Y43D4A.154,
chrIV,Y43D4A.39,
chrIV,Y43D4A.t1,
chrIV,Y43D4A.141,
chrIV,Y43D4A.46,
chrIV,Y43D4A.59,
chrIV,Y43D4A.77,
chrIV,Y43D4A.16,
chrIV,Y43D4A.157,
chrIV,Y43D4A.76,
chrIV,Y43D4A.110,
chrIV,Y43D4A.150,
chrIV,Y43D4A.99,
chrIV,Y43D4A.71,
chrIV,Y43D4A.149,
chrIV,Y43D4A.23,
chrIV,Y43D4A.95,
chrIV,Y43D4A.6,
chrIV,Y43D4A.40,
chrIV,Y43D4A.37,
chrIV,Y43D4A.66,
chrIV,Y43D4A.142,
chrIV,Y43D4A.79,
chrIV,Y43D4A.115,
chrIV,Y43D4A.140,
chrIV,Y43D4A.44,
chrIV,Y43D4A.49,
chrIV,Y43D4A.47,
chrIV,Y43D4A.112,
chrIV,Y43D4A.67,
chrIV,Y43D4A.65,
chrIV,Y43D4A.17,
chrIV,Y43D4A.156,
chrIV,Y43D4A.35,
chrIV,Y43D4A.70,
chrIV,Y43D4A.21,
chrIV,Y43D4A.58,
chrIV,Y43D4A.101,
chrIV,Y43D4A.22,
chrIV,Y43D4A.105,
chrIV,Y43D4A.159,
chrIV,Y43D4A.145,
chrIV,Y43D4A.69,
chrIV,Y43D4A.34,
chrIV,Y43D4A.153,
chrIV,Y43D4A.55,
chrIV,Y43D4A.155,
chrIV,Y43D4A.132,
chrIV,Y43D4A.63,
chrIV,Y43D4A.74,
chrIV,Y43D4A.27,
chrIV,Y43D4A.64,
chrIV,Y43D4A.114,
chrIV,Y43D4A.15,
chrIV,Y43D4A.57,
chrIV,Y43D4A.151,
chrIV,Y116A8A.74,
chrIV,Y116A8A.32,
chrIV,Y116A8A.99,
chrIV,Y116A8A.67,
chrIV,Y116A8A.135,
chrIV,Y116A8A.56,
chrIV,Y116A8A.151,
chrIV,Y116A8A.110,
chrIV,Y116A8A.1,
chrIV,Y116A8A.75,
chrIV,Y116A8A.34,
chrIV,Y116A8A.19,
chrIV,Y116A8A.91,
chrIV,Y116A8A.3,
chrIV,Y116A8A.20,
chrIV,Y116A8A.54,
chrIV,Y116A8A.114,
chrIV,Y116A8A.138,
chrIV,Y116A8A.88,
chrIV,Y116A8A.48,
chrIV,Y116A8A.121,
chrIV,Y116A8A.57,
chrIV,Y116A8A.124,
chrIV,Y116A8A.16,
chrIV,Y116A8A.2,
chrIV,Y116A8A.66,
chrIV,Y116A8A.141,
chrIV,Y116A8A.134,
chrIV,Y116A8A.55,
chrIV,Y116A8A.21,
chrIV,Y116A8A.130,
chrIV,Y116A8A.65,
chrIV,Y116A8A.29,
chrIV,Y116A8A.126,
chrIV,Y116A8A.47,
chrIV,Y116A8A.31,
chrIV,Y116A8A.123,
chrIV,Y116A8A.53,
chrIV,Y116A8A.146,
chrIV,Y116A8A.61,
chrIV,Y116A8A.23,
chrIV,Y116A8A.6,
chrIV,Y116A8A.42,
chrIV,Y116A8A.116,
chrIV,Y116A8A.68,
chrIV,Y116A8A.46,
chrIV,Y116A8A.104,
chrIV,Y116A8A.26,
chrIV,Y116A8A.8,
chrIV,Y116A8A.120,
chrIV,Y116A8A.102,
chrIV,Y116A8A.58,
chrIV,Y116A8A.80,
chrIV,Y116A8A.78,
chrIV,Y116A8A.36,
chrIV,Y116A8A.107,
chrIV,Y116A8A.108,
chrIV,Y116A8A.43,
chrIV,Y116A8A.44,
chrIV,Y116A8A.22,
chrIV,Y116A8A.17,
chrIV,Y116A8A.106,
chrIV,Y116A8A.60,
chrIV,Y116A8A.136,
chrIV,Y116A8A.117,
chrIV,Y116A8A.93,
chrIV,Y116A8A.139,
chrIV,Y116A8A.14,
chrIV,Y116A8A.24,
chrIV,Y116A8A.25,
chrIV,Y116A8A.70,
chrIV,Y116A8A.105,
chrIV,Y116A8A.72,
chrIV,Y116A8A.150a,
chrIV,Y116A8A.10,
chrIV,Y116A8A.9b.2,
chrIV,Y116A8A.9a.1,
chrIV,Y116A8A.9b.1,
chrIV,Y116A8A.9c.2,
chrIV,T06A10.1c,
chrIV,T06A10.105,
chrIV,T06A10.4b,
chrIV,T06A10.3b,
chrIV,T06A10.107,
chrIV,T06A10.102,
chrIV,T06A10.51,
chrIV,T06A10.63,
chrIV,T06A10.34,
chrIV,T06A10.40,
chrIV,T06A10.71,
chrIV,T06A10.9,
chrIV,T06A10.85,
chrIV,T06A10.69,
chrIV,T06A10.60,
chrIV,T06A10.61,
chrIV,T06A10.82,
chrIV,T06A10.78,
chrIV,T06A10.70,
chrIV,T06A10.26,
chrIV,T06A10.57,
chrIV,T06A10.53,
chrIV,T06A10.35,
chrIV,T06A10.79,
chrIV,T06A10.39,
chrIV,T06A10.32,
chrIV,T06A10.55,
chrIV,T06A10.45,
chrIV,T06A10.22,
chrIV,T06A10.43,
chrIV,T06A10.93,
chrIV,T06A10.46,
chrIV,T06A10.89,
chrIV,T06A10.58,
chrIV,T06A10.33,
chrIV,T06A10.49,
chrIV,T06A10.30,
chrIV,T06A10.101,
chrIV,T06A10.5,
chrIV,T06A10.41,
chrIV,T06A10.96,
chrIV,T06A10.15,
chrIV,T06A10.10,
chrIV,T06A10.64,
chrIV,T06A10.50,
chrIV,T06A10.100,
chrIV,T06A10.87,
chrIV,T06A10.77,
chrIV,T06A10.38,
chrIV,T06A10.73,
chrIV,T06A10.6,
chrIV,T06A10.21,
chrIV,T06A10.12,
chrIV,T06A10.86,
chrIV,T06A10.67,
chrIV,T06A10.2,
chrIV,C26C9.10,
chrIV,C26C9.4,
chrIV,C26C9.6,
chrIV,C26C9.14,
chrIV,C26C9.5,
chrIV,C26C9.8,
chrIV,Y116A8C.1,
chrIV,Y116A8C.231,
chrIV,Y116A8C.146,
chrIV,Y116A8C.253,
chrIV,Y116A8C.411,
chrIV,Y116A8C.360,
chrIV,Y116A8C.165,
chrIV,Y116A8C.457,
chrIV,Y116A8C.369,
chrIV,Y116A8C.415,
chrIV,Y116A8C.201,
chrIV,Y116A8C.292,
chrIV,Y116A8C.60,
chrIV,Y116A8C.408,
chrIV,Y116A8C.84,
chrIV,Y116A8C.424,
chrIV,Y116A8C.280,
chrIV,Y116A8C.423,
chrIV,Y116A8C.240,
chrIV,Y116A8C.433,
chrIV,Y116A8C.99,
chrIV,Y116A8C.192,
chrIV,Y116A8C.191,
chrIV,Y116A8C.144,
chrIV,Y116A8C.381,
chrIV,Y116A8C.183,
chrIV,Y116A8C.128,
chrIV,Y116A8C.213,
chrIV,Y116A8C.261,
chrIV,Y116A8C.239,
chrIV,Y116A8C.370,
chrIV,Y116A8C.371,
chrIV,Y116A8C.3,
chrIV,Y116A8C.265,
chrIV,Y116A8C.469,
chrIV,Y116A8C.470,
chrIV,Y116A8C.4.2,
chrIV,Y116A8C.365,
chrIV,Y116A8C.7,
chrIV,Y116A8C.49,
chrIV,Y116A8C.10b.1,
chrIV,Y116A8C.10a,
chrIV,Y116A8C.9a,
chrIV,Y116A8C.12,
chrIV,Y116A8C.13a,
chrIV,Y116A8C.14b,
chrIV,Y116A8C.388,
chrIV,Y116A8C.267,
chrIV,Y116A8C.350,
chrIV,Y116A8C.199,
chrIV,Y116A8C.438,
chrIV,Y116A8C.275,
chrIV,Y116A8C.447,
chrIV,Y116A8C.357,
chrIV,Y116A8C.402,
chrIV,Y116A8C.215,
chrIV,Y116A8C.250,
chrIV,Y116A8C.317,
chrIV,Y116A8C.312,
chrIV,Y116A8C.186,
chrIV,Y116A8C.399,
chrIV,Y116A8C.442,
chrIV,Y116A8C.406,
chrIV,Y116A8C.338,
chrIV,Y116A8C.69,
chrIV,Y116A8C.148,
chrIV,Y116A8C.281,
chrIV,Y116A8C.418,
chrIV,Y116A8C.461,
chrIV,Y116A8C.220,
chrIV,Y116A8C.185,
chrIV,Y116A8C.327,
chrIV,Y116A8C.364,
chrIV,Y116A8C.446,
chrIV,Y116A8C.356,
chrIV,Y116A8C.410,
chrIV,Y116A8C.272,
chrIV,Y116A8C.229,
chrIV,Y116A8C.361,
chrIV,Y116A8C.111,
chrIV,Y116A8C.386,
chrIV,Y116A8C.403,
chrIV,Y116A8C.308,
chrIV,Y116A8C.270,
chrIV,Y116A8C.205,
chrIV,Y116A8C.414,
chrIV,Y116A8C.346,
chrIV,Y116A8C.101,
chrIV,Y116A8C.315,
chrIV,Y116A8C.297,
chrIV,Y116A8C.413,
chrIV,Y116A8C.133,
chrIV,Y116A8C.404,
chrIV,Y116A8C.140,
chrIV,Y116A8C.76,
chrIV,Y116A8C.435,
chrIV,Y116A8C.164,
chrIV,Y116A8C.368,
chrIV,Y116A8C.329,
chrIV,Y116A8C.395,
chrIV,Y116A8C.184,
chrIV,Y116A8C.349,
chrIV,Y116A8C.422,
chrIV,Y116A8C.407,
chrIV,Y116A8C.237,
chrIV,Y116A8C.16c,
chrIV,Y116A8C.16b,
chrIV,Y116A8C.16d,
chrIV,Y116A8C.173,
chrIV,Y116A8C.72,
chrIV,Y116A8C.109,
chrIV,Y116A8C.206,
chrIV,Y116A8C.260,
chrIV,Y116A8C.331,
chrIV,Y116A8C.432,
chrIV,Y116A8C.227,
chrIV,Y116A8C.98,
chrIV,Y116A8C.391,
chrIV,Y116A8C.198,
chrIV,Y116A8C.454,
chrIV,Y116A8C.362,
chrIV,Y116A8C.190,
chrIV,Y116A8C.385,
chrIV,Y116A8C.161,
chrIV,Y116A8C.52,
chrIV,Y116A8C.420,
chrIV,Y116A8C.107,
chrIV,Y116A8C.207,
chrIV,Y116A8C.279,
chrIV,Y116A8C.178,
chrIV,Y116A8C.285,
chrIV,Y116A8C.180,
chrIV,Y116A8C.68,
chrIV,Y116A8C.295,
chrIV,Y116A8C.409,
chrIV,Y116A8C.18,
chrIV,Y116A8C.234,
chrIV,Y116A8C.118,
chrIV,Y116A8C.175,
chrIV,Y116A8C.372,
chrIV,Y116A8C.126,
chrIV,Y116A8C.203,
chrIV,Y116A8C.90,
chrIV,Y116A8C.142,
chrIV,Y116A8C.154,
chrIV,Y116A8C.131,
chrIV,Y116A8C.159,
chrIV,Y116A8C.116,
chrIV,Y116A8C.92,
chrIV,Y116A8C.88,
chrIV,Y116A8C.425,
chrIV,Y116A8C.450,
chrIV,Y116A8C.453,
chrIV,Y116A8C.345,
chrIV,Y116A8C.314,
chrIV,Y116A8C.448,
chrIV,Y116A8C.135,21ur-1806
chrIV,Y116A8C.20,Y116A8C.20
chrIV,Y116A8C.137,21ur-4603
chrIV,Y116A8C.127,21ur-2683
chrIV,Y116A8C.278,21ur-13167
chrIV,Y116A8C.417,21ur-11904
chrIV,Y116A8C.21,clec-195
chrIV,Y116A8C.22,athp-3
chrIV,Y116A8C.326,21ur-15301
chrIV,Y116A8C.171,21ur-2300
chrIV,Y116A8C.214,21ur-10275
chrIV,Y116A8C.119,21ur-1517
chrIV,Y116A8C.358,21ur-7758
chrIV,Y116A8C.65,21ur-3654
chrIV,Y116A8C.179,21ur-2726
chrIV,Y116A8C.243,21ur-11379
chrIV,Y116A8C.286,21ur-10095
chrIV,Y116A8C.392,21ur-9305
chrIV,Y116A8C.421,21ur-13257
chrIV,Y116A8C.70,21ur-197
chrIV,Y116A8C.172,21ur-4582
chrIV,Y116A8C.380,21ur-11940
chrIV,Y116A8C.337,21ur-15241
chrIV,Y116A8C.236,21ur-11964
chrIV,Y116A8C.241,21ur-13553
chrIV,Y116A8C.58,21ur-1620
chrIV,Y116A8C.117,21ur-389
chrIV,Y116A8C.87,21ur-5037
chrIV,Y116A8C.427,21ur-11612
chrIV,Y116A8C.51,Y116A8C.51
chrIV,Y116A8C.44,Y116A8C.44
chrIV,Y116A8C.353,21ur-5524
chrIV,Y116A8C.106,21ur-4497
chrIV,Y116A8C.401,21ur-11445
chrIV,Y116A8C.333,21ur-9007
chrIV,Y116A8C.115,21ur-1419
chrIV,Y116A8C.218,21ur-11279
chrIV,Y116A8C.367,21ur-12036
chrIV,Y116A8C.460,21ur-10383
chrIV,Y116A8C.24a,Y116A8C.24
chrIV,Y116A8C.393,21ur-11238
chrIV,Y116A8C.244,21ur-10762
chrIV,Y116A8C.248,21ur-9620
chrIV,Y116A8C.162,21ur-2434
chrIV,Y116A8C.25d,Y116A8C.25
chrIV,Y116A8C.25f.1,Y116A8C.25
chrIV,Y116A8C.62,21ur-804
chrIV,Y116A8C.64,21ur-2344
chrIV,Y116A8C.25a,Y116A8C.25
chrIV,Y116A8C.25c.1,Y116A8C.25
chrIV,Y116A8C.266,21ur-12301
chrIV,Y116A8C.26a,snx-13
chrIV,Y116A8C.26d,snx-13
chrIV,Y116A8C.42,snr-1
chrIV,Y116A8C.43b,Y116A8C.43
chrIV,Y116A8C.27b.1,Y116A8C.27
chrIV,Y116A8C.464,mir-1832.2
chrIV,Y116A8C.464a,mir-1832.2
chrIV,Y116A8C.28c,bca-2
chrIV,Y116A8C.28f,bca-2
chrIV,Y116A8C.28b,bca-2
chrIV,Y116A8C.30a,Y116A8C.30
